[20200526,132070,132350,132690,131100,27463]
[20200525,131356,132160,133801,130931,43267]
[20200522,133623,131524,133663,130287,51460]
[20200521,133237,133069,134801,132475,44873]
[20200520,129594,132752,134019,129594,49225]
[20200519,130020,130089,130465,128753,31128]
[20200518,127446,129416,129515,126219,35571]
[20200515,128258,127308,128377,126526,37201]
[20200514,128931,127535,129238,127842,38448]
[20200513,130257,129119,130257,127803,40936]
[20200512,129218,129644,130188,128347,34365]
[20200511,129228,129574,130297,128090,44145]
[20200508,128288,128862,129663,127713,38337]
[20200507,126080,128000,128575,125912,37771]
[20200506,126110,127011,128377,126100,31789]
[20200430,126912,126981,127733,125051,22178]
[20200429,125605,125951,127812,125605,24266]
[20200428,130584,127278,130584,126684,27114]
[20200427,125526,127605,130386,125219,28762]
[20200424,123734,126922,124991,122962,16676]
[20200423,119745,124704,124731,119745,38688]
[20200422,119698,120407,119698,117166,26120]
[20200421,122631,117588,122727,120350,39652]
[20200420,121749,121347,124118,121529,35857]
[20200417,121769,122248,123562,121443,30125]
[20200416,120771,122526,121174,119707,24331]
[20200415,121002,120493,122325,120589,28163]
[20200414,122727,120839,123571,120426,38559]
[20200413,121769,123120,123427,121088,30917]
[20200410,117579,121884,121519,117579,32621]
[20200409,118461,119640,118461,116428,24917]
[20200408,116351,117138,117090,114693,27862]
[20200407,117464,115124,118394,115632,28487]
[20200403,113667,117272,116284,113667,39420]
[20200402,116016,114779,117176,113619,52947]
[20200401,115757,114021,117722,115440,41632]
[20200331,114290,116083,116351,113158,36059]
[20200330,112689,115220,114961,111011,31515]
[20200327,111701,111500,114482,111087,47023]
[20200326,112180,111691,113178,110387,53997]
[20200325,109342,111394,112027,108604,45204]
[20200324,106936,110493,109783,105967,61030]
[20200323,105565,107281,105565,98949,49858]
[20200320,105478,102468,110311,100147,47030]
[20200319,110455,101097,110455,103733,795]
[20200318,113043,103733,115345,112554,30725]
[20200317,121289,114645,121289,117962,24542]
[20200316,124166,119141,124309,120810,27700]
[20200313,125450,123111,126572,121606,24358]
[20200312,129899,123916,129899,127828,16848]
[20200311,129535,128825,130350,129276,12735]
[20200310,129535,129410,130733,128845,15802]
[20200309,128672,129420,129017,127397,23230]
[20200306,131453,128260,131529,129823,13033]
[20200305,131146,130935,131894,130686,14159]
[20200304,129918,131750,130801,129535,17818]
[20200303,129449,130254,130686,129247,16178]
[20200302,126074,130216,129103,125968,18913]
[20200228,129602,127608,129602,126141,16299]
[20200227,130206,128432,131136,129765,12511]
[20200226,131261,130561,131759,130168,10355]
[20200225,131059,131510,131338,130235,10444]
[20200224,130225,130666,131769,130072,11364]
[20200221,130206,130618,130494,129458,9176]
[20200220,129583,129784,130618,129583,6218]
[20200219,129784,130254,130350,129305,4744]
[20200218,129592,130024,131031,129247,13074]
[20200217,129362,129899,130014,128490,7869]
[20200214,129017,128691,129314,128768,4952]
[20200213,128528,129247,129410,128461,4176]
[20200212,129056,129343,129612,128384,6314]
[20200211,128288,129449,129631,128106,7016]
[20200210,128461,128777,128960,127310,9145]
[20200207,128442,127915,129708,127723,16261]
[20200206,126563,128557,128336,126563,6869]
[20200205,125182,126917,126860,125182,10165]
[20200204,125402,126543,127291,124290,11819]
[20200203,127809,125748,127809,124913,9568]
[20200123,134713,125681,134713,131433,27867]
[20200122,132709,133878,134799,132709,30500]
[20200121,134377,133648,135288,133159,54845]
[20200120,134914,134339,135048,132814,42594]
[20200117,134904,134521,135106,134089,36891]
[20200116,133907,134895,135288,133495,37077]
[20200115,133035,133993,134137,132440,32958]
[20200114,132795,132757,133226,131903,29396]
[20200113,132076,132181,132411,131405,27200]
[20200110,131951,131961,132363,131501,29421]
[20200109,130014,132047,132095,129986,40817]
[20200108,129573,130264,130791,129372,47408]
[20200107,129027,130005,129554,128777,48826]
[20200106,128480,129151,129621,127982,73016]
[20200103,130494,128471,130887,129276,49092]
[20200102,128672,129746,129832,128308,20705]
[20191231,129918,128912,130206,128749,80458]
[20191230,131865,129775,132210,128490,32966]
[20191227,131874,131040,132776,131865,13924]
[20191226,132507,132248,132977,131299,5856]
[20191225,133671,132421,133883,132507,11368]
[20191224,134759,133536,135299,133507,17942]
[20191223,133941,134702,135530,133873,11792]
[20191220,134711,133989,135125,134307,11734]
[20191219,134104,134702,135366,133892,11298]
[20191218,133767,133998,134721,133767,10810]
[20191217,133497,134143,133902,133025,6892]
[20191216,133266,133690,134480,132602,10086]
[20191213,134027,132794,134027,132794,8710]
[20191212,134596,133305,135010,133603,10444]
[20191211,134682,134894,135077,134181,7002]
[20191210,133536,134682,134875,133536,7068]
[20191209,132517,133979,133890,132517,14556]
[20191206,132489,132784,133004,132298,7872]
[20191205,132822,132613,132822,131679,10256]
[20191204,132565,132327,132775,131946,11930]
[20191203,132775,132441,133061,131440,17814]
[20191202,131974,132432,132832,131679,16902]
[20191129,132088,131803,132527,131335,16996]
[20191128,131574,132069,132651,131574,15792]
[20191127,132022,132165,132384,131583,11944]
[20191126,132384,131831,132575,131631,18658]
[20191125,132203,132079,132727,131764,17350]
[20191122,131822,132088,132899,131183,36992]
[20191121,128686,131679,131898,128543,38144]
[20191120,128200,129077,128838,127914,13734]
[20191119,129181,128219,129181,127437,28870]
[20191118,128152,128505,129401,127599,25174]
[20191115,128304,128552,128943,127914,14612]
[20191114,128638,128629,128743,127199,21780]
[20191113,130115,128285,130115,127952,33746]
[20191112,131011,129887,131011,129725,18728]
[20191111,130659,130668,131641,130230,20466]
[20191108,130859,130611,131059,130497,13784]
[20191107,130106,130649,131040,130020,14538]
[20191106,130440,130354,130697,129648,13950]
[20191105,129934,130573,130964,129725,20430]
[20191104,130773,130163,131212,129868,19940]
[20191101,131898,130983,132222,130220,23120]
[20191031,132193,131955,132193,131364,16684]
[20191030,131955,131736,132422,131841,12142]
[20191029,132594,132155,132870,131755,18768]
[20191028,131783,132422,133137,131536,21824]
[20191025,131726,131850,132851,131126,20124]
[20191024,132108,131898,132108,130926,21806]
[20191023,131393,131498,132784,131183,19470]
[20191022,131564,131669,131621,130783,18398]
[20191021,132965,131326,133108,130611,38276]
[20191018,133919,132822,135148,133347,40502]
[20191017,132222,134958,133347,131879,36100]
[20191016,130602,132908,132584,130487,35248]
[20191015,130916,130945,131183,129801,24906]
[20191014,130087,130830,131583,129677,33346]
[20191011,130125,130287,130630,129239,25082]
[20191010,130363,130154,130849,129429,25526]
[20191009,128876,130354,130582,128867,29590]
[20191008,128714,129467,129286,127456,13190]
[20190930,129143,128133,129229,127037,31136]
[20190927,130096,128486,130821,128752,24838]
[20190926,129972,130096,131116,129153,27146]
[20190925,130106,130173,130392,129677,18918]
[20190924,130954,130192,131173,129858,24946]
[20190923,130049,130935,131965,129782,47024]
[20190920,129934,130049,130840,129553,29144]
[20190919,130802,129972,131154,130401,24328]
[20190918,130392,130802,131440,129925,26834]
[20190917,130735,130373,132374,130297,38522]
[20190916,130325,131498,131745,129077,27728]
[20190912,133547,129429,135691,132965,75920]
[20190911,133842,133347,134128,132784,36062]
[20190910,132775,133928,134681,132622,55962]
[20190909,134195,133242,135491,131745,79454]
[20190906,134872,134710,136873,133575,134066]
[20190905,133766,134700,138294,131736,187030]
[20190904,128609,135110,134958,127990,117064]
[20190903,131059,129229,132298,127285,99846]
[20190902,126074,129477,129401,125712,127680]
[20190830,122709,127428,126227,122481,28408]
[20190829,122795,122805,123882,122509,18156]
[20190828,122290,123176,123062,121918,17212]
[20190827,122786,122338,123434,122023,14972]
[20190826,123243,122900,124292,121718,25280]
[20190823,124663,123729,124854,122957,32490]
[20190822,125331,124597,125340,124053,19928]
[20190821,125149,124873,126246,124673,18858]
[20190820,124701,125474,125331,124006,22836]
[20190819,126465,124682,127313,123929,19848]
[20190816,127771,126989,129229,126865,9258]
[20190815,128486,127799,128819,127180,7602]
[20190814,127957,128285,129394,127890,8976]
[20190813,127535,128436,129394,127535,7566]
[20190812,129816,128350,130189,126079,22042]
[20190809,129691,129969,130649,129346,12468]
[20190808,128733,129729,132690,127813,38504]
[20190807,128982,128331,129116,128081,11638]
[20190806,127382,128723,129164,127382,12478]
[20190805,129336,128149,129720,127363,20758]
[20190802,128503,129011,129423,128091,16918]
[20190801,128177,128426,129710,127909,20420]
[20190731,128666,128407,129231,127928,16510]
[20190730,128398,128963,129241,128014,13374]
[20190729,129816,128570,129816,127813,19248]
[20190726,129126,129145,129950,128695,15474]
[20190725,128369,129365,130496,128340,23158]
[20190724,128934,129183,128934,125274,42256]
[20190723,129145,127986,129911,128790,12396]
[20190722,129365,129394,130055,127976,17448]
[20190719,128857,129576,130304,128388,14744]
[20190718,128560,129020,130821,127899,20968]
[20190717,128857,128417,129145,127497,11472]
[20190716,127669,127928,129710,126606,23722]
[20190715,128541,127631,128857,127325,17790]
[20190712,128196,128120,129768,127583,23170]
[20190711,130295,128225,130601,127267,33872]
[20190710,129873,129988,131205,129499,18366]
[20190709,131157,129998,131732,129432,20914]
[20190708,128283,129911,131233,128024,38308]
[20190705,128493,128177,128848,127861,27184]
[20190704,127286,128244,129375,127286,55202]
[20190703,129317,128570,130113,122419,137634]
[20190702,136359,124546,136637,129633,53700]
[20190701,137078,136254,137279,135899,16312]
[20190628,137595,136713,137806,137058,9836]
[20190627,137652,137604,137863,137058,11038]
[20190626,138055,137633,138227,137461,9402]
[20190625,137633,138016,138179,137528,9466]
[20190624,138064,137672,138294,137212,11104]
[20190621,138438,137834,138668,138055,8818]
[20190620,137518,138515,138237,137509,7536]
[20190619,137806,137710,138907,137432,12708]
[20190618,138160,137691,138419,137480,9008]
[20190617,138994,138266,138994,138266,7720]
[20190614,139329,138591,139856,138572,13278]
[20190613,139185,139415,139636,138745,9080]
[20190612,139051,138879,139588,138678,10816]
[20190611,138055,139166,139501,138026,14844]
[20190610,137260,138620,138381,137125,9552]
[20190606,137288,137365,137624,136972,10982]
[20190605,137260,137394,137585,136905,9074]
[20190604,137202,137269,137796,137020,12056]
[20190603,137499,137288,137499,136551,13878]
[20190531,137154,136905,137940,136809,15942]
[20190530,138409,137212,139109,137097,18948]
[20190529,139731,138620,139952,139358,10170]
[20190528,139214,139703,140038,138984,10806]
[20190527,138064,139310,139779,137672,15186]
[20190524,138601,138160,138601,137480,15406]
[20190523,138582,138237,138888,137997,10816]
[20190522,139243,138630,139444,138400,14108]
[20190521,139358,139358,139434,138927,10908]
[20190520,139147,139252,139683,138936,13478]
[20190517,140258,139444,140258,139204,15408]
[20190516,139683,139875,140527,139530,12344]
[20190515,139875,139760,140124,139454,12692]
[20190514,139396,139693,140067,139013,13458]
[20190513,140153,139568,140804,139444,12484]
[20190510,139865,139674,140210,139444,14184]
[20190509,140756,139904,141303,139789,13164]
[20190508,141274,140594,141532,140766,11402]
[20190507,140939,141216,142366,140939,10696]
[20190506,141389,141676,141389,140182,6016]
[20190430,142184,140919,142356,141580,9332]
[20190429,140392,141724,142021,140392,10646]
[20190426,140661,140670,140776,140134,10404]
[20190425,141350,140555,141571,140699,13062]
[20190424,141600,141475,141772,141053,13220]
[20190423,141322,141303,142059,141322,6844]
[20190422,142366,141609,142366,141322,10674]
[20190419,141782,141791,142356,141245,10632]
[20190418,142519,141523,142558,141820,11432]
[20190417,142309,142356,142931,142040,10050]
[20190416,143037,142864,143516,142347,6936]
[20190415,142835,143046,143726,142692,6394]
[20190412,142414,142835,142979,142203,6174]
[20190411,143546,142883,143799,142682,11034]
[20190410,144295,143556,144402,143546,8332]
[20190409,144334,144071,144547,143731,8510]
[20190408,143857,144489,144489,143546,6022]
[20190404,144236,143702,144586,143760,7818]
[20190403,144188,144295,144975,143916,9908]
[20190402,144285,143945,144645,143663,10390]
[20190401,143838,144110,144722,143488,11798]
[20190329,142487,143925,144625,142380,22878]
[20190328,142458,142643,142837,141389,21928]
[20190327,142779,142439,143129,142410,11656]
[20190326,142536,142847,142973,142264,11162]
[20190325,143702,142720,144091,142497,15848]
[20190322,143819,143916,144139,143508,11128]
[20190321,143673,144091,144256,143342,17006]
[20190320,142750,143556,143799,142575,15824]
[20190319,142351,142876,142750,142351,17292]
[20190318,143177,142604,143274,142283,15114]
[20190315,143517,143061,143517,142468,16954]
[20190314,143012,143265,143508,142769,11032]
[20190313,143226,142983,143896,142866,13298]
[20190312,142410,143362,143041,142235,13566]
[20190311,143041,142623,143585,142565,15104]
[20190308,144450,143245,144742,142944,18922]
[20190307,144217,144479,144547,144023,13284]
[20190306,145403,144275,145616,144139,16598]
[20190305,145918,145228,145918,144615,20008]
[20190304,146744,145636,147074,145859,15028]
[20190301,146841,146967,147171,145976,11630]
[20190228,146170,146967,146491,145869,12490]
