[20150401, 59, 140.73731476231677, 141.4410013361283, 138.97809832778776, 138.97809832778776, 156700.0, 0]
[20150401, 114, 139.3299416146936, 140.0336281885052, 138.97809832778776, 139.3299416146936, 63932.0, 1598]
[20150401, 129, 139.3299416146936, 139.6817849015994, 138.2744117539762, 138.2744117539762, 38898.0, 3156]
[20150401, 144, 138.626255040882, 139.3299416146936, 138.2744117539762, 138.97809832778776, 54128.0, 4448]
[20150401, 159, 138.97809832778776, 139.3299416146936, 138.626255040882, 139.3299416146936, 14168.0, 5758]
[20150401, 214, 139.3299416146936, 139.3299416146936, 138.626255040882, 138.97809832778776, 29724.0, 6826]
[20150401, 229, 138.97809832778776, 138.97809832778776, 138.2744117539762, 138.626255040882, 42168.0, 7834]
[20150401, 244, 138.626255040882, 138.97809832778776, 138.2744117539762, 138.2744117539762, 12744.0, 8885]
[20150401, 259, 138.2744117539762, 138.97809832778776, 138.2744117539762, 138.626255040882, 29680.0, 9869]
[20150401, 314, 138.626255040882, 138.97809832778776, 138.626255040882, 138.626255040882, 2204.0, 10793]
[20150401, 329, 138.626255040882, 140.73731476231677, 138.626255040882, 140.0336281885052, 98188.0, 11323]
[20150401, 344, 140.38547147541098, 140.73731476231677, 139.6817849015994, 139.6817849015994, 40918.0, 12300]
[20150401, 359, 139.6817849015994, 140.0336281885052, 138.2744117539762, 138.626255040882, 45066.0, 13422]
[20150401, 514, 138.626255040882, 138.97809832778776, 138.2744117539762, 138.626255040882, 37168.0, 14536]
[20150401, 529, 138.626255040882, 138.97809832778776, 138.626255040882, 138.626255040882, 3250.0, 15372]
[20150401, 544, 138.626255040882, 138.97809832778776, 138.626255040882, 138.626255040882, 2556.0, 15744]
[20150401, 559, 138.626255040882, 138.97809832778776, 138.626255040882, 138.97809832778776, 694.0, 16069]
[20150401, 614, 138.97809832778776, 138.97809832778776, 138.2744117539762, 138.626255040882, 5654.0, 16386]
[20150401, 629, 138.626255040882, 138.626255040882, 138.2744117539762, 138.626255040882, 850.0, 16661]
[20150401, 644, 138.626255040882, 138.626255040882, 138.2744117539762, 138.2744117539762, 988.0, 16788]
[20150401, 659, 138.2744117539762, 138.626255040882, 138.2744117539762, 138.626255040882, 2380.0, 16897]
[20150401, 714, 138.626255040882, 138.626255040882, 138.2744117539762, 138.626255040882, 1026.0, 16995]
[20150401, 729, 138.626255040882, 139.6817849015994, 138.2744117539762, 138.97809832778776, 80302.0, 17120]
[20150401, 914, 138.97809832778776, 140.73731476231677, 138.97809832778776, 139.6817849015994, 122980.0, 18558]
[20150401, 929, 139.6817849015994, 140.38547147541098, 139.3299416146936, 139.6817849015994, 43988.0, 20140]
[20150401, 944, 139.6817849015994, 140.0336281885052, 139.3299416146936, 139.3299416146936, 23390.0, 21307]
[20150401, 959, 139.3299416146936, 139.6817849015994, 138.626255040882, 138.97809832778776, 45526.0, 22250]
[20150401, 1014, 138.97809832778776, 139.3299416146936, 138.626255040882, 138.97809832778776, 15504.0, 23392]
[20150401, 1043, 138.97809832778776, 139.3299416146936, 138.626255040882, 138.97809832778776, 19604.0, 24181]
[20150401, 1058, 138.97809832778776, 139.3299416146936, 138.626255040882, 139.3299416146936, 11112.0, 25041]
[20150401, 1113, 139.3299416146936, 139.6817849015994, 138.97809832778776, 138.97809832778776, 24696.0, 25856]
[20150401, 1128, 138.97809832778776, 139.6817849015994, 138.97809832778776, 139.6817849015994, 24982.0, 26746]
[20150401, 1342, 139.6817849015994, 139.6817849015994, 139.3299416146936, 139.6817849015994, 8126.0, 27651]
[20150401, 1357, 139.6817849015994, 139.6817849015994, 138.97809832778776, 139.3299416146936, 14736.0, 28542]
[20150401, 1412, 138.97809832778776, 139.3299416146936, 138.626255040882, 138.97809832778776, 27194.0, 29479]
[20150401, 1427, 138.97809832778776, 139.3299416146936, 137.57072518016457, 137.92256846707042, 83758.0, 30545]
[20150401, 1442, 137.92256846707042, 138.2744117539762, 137.21888189325884, 137.92256846707042, 80486.0, 31829]
[20150401, 1457, 137.92256846707042, 138.2744117539762, 137.57072518016457, 137.57072518016457, 21680.0, 33466]
[20150402, 59, 136.51519531944726, 136.51519531944726, 134.40413559801252, 135.4596654587299, 195132.0, 33805]
[20150402, 114, 135.1078221718241, 135.81150874563568, 134.75597888491833, 134.75597888491833, 69098.0, 35418]
[20150402, 129, 134.75597888491833, 135.4596654587299, 134.40413559801252, 134.75597888491833, 88310.0, 37021]
[20150402, 144, 134.75597888491833, 135.1078221718241, 134.0522923111067, 134.0522923111067, 47760.0, 38543]
[20150402, 159, 134.0522923111067, 134.75597888491833, 134.0522923111067, 134.75597888491833, 37632.0, 40047]
[20150402, 214, 134.75597888491833, 134.75597888491833, 134.0522923111067, 134.0522923111067, 15568.0, 41458]
[20150402, 229, 134.0522923111067, 135.1078221718241, 134.0522923111067, 134.75597888491833, 30702.0, 42513]
[20150402, 244, 134.75597888491833, 135.81150874563568, 134.40413559801252, 135.4596654587299, 76314.0, 43593]
[20150402, 259, 135.4596654587299, 136.1633520325415, 135.1078221718241, 136.1633520325415, 112850.0, 44720]
[20150402, 314, 136.1633520325415, 136.51519531944726, 135.4596654587299, 136.1633520325415, 70022.0, 46252]
[20150402, 329, 136.1633520325415, 136.51519531944726, 135.1078221718241, 135.81150874563568, 34738.0, 47563]
[20150402, 344, 135.81150874563568, 135.81150874563568, 135.4596654587299, 135.4596654587299, 5430.0, 48627]
[20150402, 359, 135.4596654587299, 135.81150874563568, 135.4596654587299, 135.4596654587299, 7184.0, 49227]
